url_length,num_dots,has_https,suspicious_tld,domain_length,domain_entropy,startup_like_tld,phish_context_score,startup_landing_copy,hosted_platform_fp,keyword_density,suspicious_keyword_found,has_password_field,form_with_suspicious_keywords,num_forms,num_inputs,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,duplicate_phrases,link_density,external_link_ratio,mismatched_anchor_ratio,has_js_timer,has_html_timer,timer_urgency_score,large_suspicious_image,base64_image_detected,ocr_alert_text_detected,alert_image_followed_by_form_or_link,domain_age_days,registrar_name,is_new_domain,content_red_flags,link_red_flags,non_surface_red_flags,startup_like,label
58,3,0,0,21,3.4633,0,0.0,0,0,0.0217,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0217,1.0,0.0,0,0,0,0,0,0,0,5622,"Wild West Domains, LLC",0,2,1,3,0,1
77,3,1,0,17,3.3816,0,0.0,1,0,0.0085,1,0,1,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1856,0.949,0.8469,0,0,0,0,0,0,0,7701,Lexregistration Limited,0,2,2,4,1,0
35,3,0,0,9,3.1699,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,0,,0,0,1,1,0,1
34,2,0,0,13,3.2389,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,4477,NAMECHEAP INC,0,0,1,1,0,1
64,3,1,0,16,3.375,0,0.0,0,0,0.0089,1,0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0503,0.7669,0.8344,1,0,1,0,0,0,0,9056,"GoDaddy Corporate Domains, LLC",0,2,1,3,0,0
106,3,1,0,14,3.5216,0,0.0,1,0,0.0175,1,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1383,0.9824,0.9206,1,0,1,0,0,0,0,11389,"CSC Corporate Domains, Inc.",0,2,2,4,1,0
52,2,1,0,10,2.9219,0,0.0,0,0,0.0217,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0217,1.0,0.0,0,0,0,0,0,0,0,0,,0,2,1,3,0,0
73,2,0,0,19,3.7871,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,831,"TUCOWS, INC.",0,0,1,1,0,1
25,2,1,0,10,3.1219,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,171,Gname 035 Inc,0,0,0,0,0,1
31,2,1,0,17,3.0516,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,149,Hosting Concepts B.V. d/b/a Registrar.eu,0,0,0,0,0,1
77,4,0,0,12,2.7516,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,7003,"TUCOWS, INC.",0,0,1,1,0,1
48,1,0,0,19,3.4058,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,75,WEBCC,0,0,1,1,0,1
42,4,0,0,13,3.027,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
34,2,1,0,12,3.1887,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,9157,MarkMonitor Inc.,0,0,0,0,0,1
26,3,1,0,6,2.585,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0897,0.9615,0.7308,0,0,0,0,0,0,0,0,,0,0,2,2,0,0
462,5,0,0,16,3.625,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,5175,Safenames Ltd,0,0,1,1,0,1
244,1,1,0,19,3.6819,0,0.0,0,0,0.0,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1364,1.0,1.0,0,0,0,0,1,0,1,179,"Amazon Registrar, Inc.",0,0,2,2,0,1
72,2,1,0,8,3.0,0,0.0,0,0,0.0133,1,0,0,1,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1126,0.0148,0.5938,1,1,2,1,0,0,1,10980,"MarkMonitor, Inc.",0,2,0,2,0,0
147,2,1,0,19,3.3264,0,0.0,1,0,0.0041,1,0,1,2,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1147,0.9786,0.8,0,0,0,0,0,0,0,6416,Lexsynergy Limited,0,2,2,4,1,0
68,2,1,0,17,3.4548,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,76,"GMO Internet, Inc.",0,0,0,0,0,1
42,3,0,0,9,3.1699,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,6248,MarkMonitor Inc.,0,0,1,1,0,1
29,1,1,0,8,2.4056,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4821,NETIM,0,0,0,0,0,1
57,2,1,0,7,2.5216,0,0.3333,1,0,0.0097,1,1,0,1,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1748,0.0729,0.7513,1,0,1,1,0,0,0,0,,0,3,1,4,1,0
48,4,0,0,15,2.6826,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
41,2,1,0,8,2.5,0,0.0,1,0,0.016,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2467,0.7647,0.7824,1,0,1,0,0,0,0,9021,"GoDaddy.com, LLC",0,2,1,3,1,0
35,1,1,0,19,3.3661,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,985,REGTIME-RU,0,0,0,0,0,1
65,4,0,0,14,2.5027,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
22,2,1,0,6,2.2516,0,0.0,1,0,0.0078,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1543,0.6118,0.9241,1,0,1,1,0,0,0,9842,"CSC Corporate Domains, Inc.",0,2,1,3,1,0
147,3,1,0,19,3.4714,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,9601,,0,0,0,0,0,0
30,1,1,0,12,3.585,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,136,"NameSilo, LLC",0,0,0,0,0,1
52,2,1,0,7,2.8074,0,0.0,0,0,0.0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0795,0.951,0.5392,0,1,1,0,0,0,0,0,,0,1,1,2,0,0
41,4,0,0,13,2.8151,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,6126,"MarkMonitor, Inc.",0,0,0,0,0,1
28,1,1,0,12,3.4183,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,136,"NameSilo, LLC",0,0,0,0,0,1
29,3,0,0,12,2.2925,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
106,6,1,0,13,3.1808,0,0.0,1,0,0.0132,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3709,0.375,0.5357,1,1,2,1,0,0,0,0,,0,2,0,2,1,0
34,3,1,0,6,2.585,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
44,4,0,0,15,2.6062,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3540,"Cloudflare, Inc.",0,0,0,0,0,1
105,5,1,0,9,2.6416,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,4934,MarkMonitor Inc.,0,0,0,0,0,0
56,2,1,0,10,2.9219,1,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0455,1.0,1.0,0,0,0,0,0,0,0,0,,0,0,2,2,1,1
49,3,0,0,9,2.9477,1,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,4554,MarkMonitor Inc.,0,0,1,1,1,1
35,3,1,0,10,3.1219,0,0.0,1,0,0.0288,1,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2373,0.5327,0.7664,0,0,0,0,0,0,0,10617,"CSC Corporate Domains, Inc [Tag = CSC-CORP-DOMAINS]",0,2,1,3,1,0
27,2,1,0,12,3.2516,0,0.0,1,0,0.005,1,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2478,0.9086,0.8122,1,0,1,0,0,0,0,7700,Key-Systems GmbH,0,2,2,4,1,0
27,2,1,0,6,2.2516,0,0.0,1,0,0.0064,1,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0759,0.5,0.9387,0,0,0,1,0,0,0,9842,"CSC Corporate Domains, Inc.",0,1,1,2,1,0
46,2,1,0,10,2.9219,0,0.0,0,0,0.0217,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0217,1.0,0.0,0,0,0,0,0,0,0,0,,0,2,1,3,0,0
54,2,1,0,11,3.2776,0,0.0,0,0,0.0023,1,0,0,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2067,0.9263,0.683,1,1,2,1,0,0,0,9283,"Register.com - Network Solutions, LLC",0,2,2,4,0,0
230,3,1,0,10,2.6464,0,0.0,0,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1467,0.2,0.7375,1,0,1,0,0,0,0,10716,,0,1,1,2,0,0
75,3,1,0,18,3.6835,0,0.0,0,0,0.0022,1,0,0,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1585,0.243,0.9579,0,0,0,0,0,0,0,6839,NAMESHIELD,0,1,1,2,0,0
48,4,0,0,15,2.6826,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
46,2,0,0,10,2.9219,1,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,4493,"MarkMonitor, Inc.",0,0,1,1,1,1
110,2,1,0,19,3.5111,0,0.0,1,0,0.046,1,0,0,3,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2539,0.9581,0.6392,0,1,1,1,0,0,0,10024,IP Twins SAS,0,3,2,5,1,0
39,3,1,0,14,2.8352,0,0.0,1,1,0.0069,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2993,0.9617,0.7893,1,0,1,1,0,0,1,10669,InfoStream Technologies CC,0,2,2,4,1,0
92,3,1,0,14,3.5216,0,0.0,1,0,0.0184,1,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1883,0.9817,0.9235,1,0,1,0,0,0,0,11389,"CSC Corporate Domains, Inc.",0,2,2,4,1,0
30,2,1,0,11,3.0958,0,0.0,1,0,0.0047,1,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2528,0.8625,0.5938,1,1,2,0,0,0,0,11142,"CSC Corporate Domains, Inc.",0,2,1,3,1,0
126,6,1,0,13,3.1808,0,0.0,1,0,0.0121,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3394,0.375,0.5357,1,0,1,1,0,0,0,0,,0,2,0,2,1,0
34,3,0,0,13,2.6612,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,783,"HOSTINGER operations, UAB",0,0,0,0,0,1
38,2,0,0,9,2.9477,1,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,0,,0,0,1,1,1,1
41,2,1,0,7,2.5216,0,0.0,0,0,0.015,1,1,0,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1579,0.0476,0.6667,1,1,2,0,0,0,1,0,,0,3,1,4,0,0
28,2,0,0,15,3.5069,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0614,1.0,0.4286,0,0,0,0,0,0,0,2272,"Name.com, Inc.",0,0,1,1,0,1
58,3,0,0,11,3.2776,0,0.0,0,0,0.0217,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0217,1.0,0.0,0,0,0,0,0,0,0,4519,Gandi SAS,0,2,1,3,0,1
65,2,1,0,7,2.5216,0,0.0,0,0,0.0144,1,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1103,0.0041,0.5082,1,1,2,1,0,0,1,0,,0,2,0,2,0,0
54,4,1,0,12,3.2516,0,0.0,0,0,0.0,0,0,0,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2538,0.8679,0.7774,1,1,2,1,0,0,0,10233,,0,1,2,3,0,0
33,4,0,0,14,2.6995,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
48,4,1,0,14,3.3788,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Domain Directors Pty Ltd trading as Instra,0,0,0,0,0,1
71,2,1,0,20,3.7842,0,0.0,0,0,0.016,1,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2241,0.1053,0.5602,1,1,2,0,0,0,0,8771,"Network Solutions, LLC",0,2,0,2,0,0
43,4,0,0,13,2.4493,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1
42,4,0,0,12,2.8554,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2323,INWX GmbH,0,0,0,0,0,1
